ARRIVAL DATE,IMPORTER NAME,IMPORTER COUNTRY,EXPORTER NAME,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS
22-03-2024,AMERICAN COMPLETION TOOLS INC.,United States,PARVEEN INDUSTRIES PVT LTD,India,0,0,,3,PKG,"FORKLIFT (MODEL: DVX1006ATBC, DHVM3600),3.6METERS HEIGHT, SE, RIAL NO. KN6704M00792, CHASSIS, NO. KIG16704HPL00792 AND SPARE, & ACCESSORIES AS PER INVOICE, AND PACKING LIST. MH79923, 2150 EVX35516AHAVT2100, HVT-21, 25 (AC/AC) BATTERY72V/516AH (C, ONTAINER STUFFING MODEL), 3.5T, ON FORKLIFT, MAX LIFT HEIGHT 4, 500MM. SERIALNO. KN6700M02949, AND SPARE & ACCESSORIES AS PER, INVOICE AND PACKING LIST. CONTAINS 2 BATTERIES - IMCO 9, UN NO 3171 IMCO LABEL: MIS DG, FREIGHT PREPAID ALL DESTINATI, ON CHARGES PRE PAID, SUBSTANCES AND ARTICLES WITH, GR,WT 36.5 AND GR.WT 1196 KGS, INV NO: EM-216/23-24 DTD:, 08.01.2024 S/BILL NO: 6631295, DT:09.01.2024 IEC NO.: 05880, 58891, HS CODE: 84312010 & 842, 71000 NET.WT: 18085.00 KGS , 01 TO 3 BOXES"
22-03-2024,AMERICAN COMPLETION TOOLS INC.,United States,PARVEEN INDUSTRIES PVT. LTD,India,0,0,,18,PKG,PARTS OF INDUSTRIAL VALVES
22-03-2024,ALLIED ENGINEERING & MACHINE PRODUC,United States,PARVEEN INDUSTRIES PVT. LTD,India,0,0,,11,PKG,TUBE OR PIPE FITTINGS
21-03-2024,CACTUS PREMIER DRILLING,Oman,PARVEEN INDUSTRIES PVT LTD,India,1425,0,USD,1,NOS,"FULL OPENING SAFETY VALVE(FOSV)3-1/2 IFPIN X 3-1/2 IF BOX,10000 PSI WP,H25 SERVICE,OAL 560MM PART NO"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,247.5,0,USD,50,PCS,"UNION HAMMER 1IN FIG 200 THRD 2K PSI CWPALY STL,MATL.A105,STD SERV"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1750,0,USD,50,PCS,"REPAIR KIT (ONLY RUBBER PARTS) FOR 2 FIG1502 MXF, PLUG VALVE, FMC STYLE, STANDARD SERVICE"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,90,0,USD,2,PCS,"2""FIG.1502 F.X2""FIG1502F.CRS.OVR (2""FX2""F) 7""LONG,MATL. AISI 4130,15K PSI STD.SERV."
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,4000,0,USD,20,PCS,"5 FIG 1003 HU, BW, SCH XXS, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,307.5,0,USD,15,PCS,"1.5"" FIG 602 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1774.08,0,USD,64,PCS,"UNION HAMMER 4 IN FIGURE 100 1000 PSI CWP FEMALE NPT ALLOY STEEL, MATL. A105, STD SERV"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,2970,0,USD,135,PCS,"3"" FIG 206 HAMMER UNION THRD, STD SERVICE, MATL. A105, 2000 PSI WP"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1158.3,0,USD,15,PCS,UNION HAMMER 6 IN FIGURE 100 1000 PSI CWP FEMALE NPT ALLOY STEEL STD SERV
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1785,0,USD,5,PCS,"2 FIG1502, SWIVEL JNT,STY.10,MXF,STD SERVICE,15000PSI,AISI 8620,15000 PSI"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,16699.2,0,USD,20,PCS,HOSE CEMENT.& CIRCL.2INX12FT 10KPSI MXFTHRD.FG.1502 W.2STY.50 INTEGR.MNTD.SWIVEL JOINTS
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,260,0,USD,2,NOS,"XO UNION 2 FIG. 1502 MXM, STD SERVICE"
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,164,0,USD,4,NOS,4 FIG. 206 COMPLETE HAMMER UNION THREADED END STD SERVICE
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,850,0,USD,5,PCS,"REPAIR KIT 2""X2""FIG.1502(MXF)PLUG VALVEASSEMBLY STD FMC STYLE,N-149,F-G"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,19110,0,USD,30,PCS,"VALVE PLUG ASSY 2 IN MXF.THRD.10K PSI FIG1502 SOUR SERV,NACE MR0175,LOW TRQ (BTM.ENTRY)"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,545,0,USD,25,PCS,"3"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1090,0,USD,20,PCS,"3FIG 602HU,BW,SCH 80,STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,891,0,USD,50,PCS,"UNION HAMMER 3 IN FIGURE 100 1000 PSI CWP FEMALE NPT ALLOY STEEL, MATL. A105, STD SERV"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,355,0,USD,5,PCS,"5"" FIG 200 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,3000,0,USD,10,PCS,"SWIVEL JOINT,2FIG1502,STY.50,MXF ENDS,STD.SERV.CWP15000PSI,TP 22500 PSI,AISI 8620"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,210,0,USD,10,PCS,"4"" FIG 206 HU BW SCH 40, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,8250,0,USD,15,PCS,"2""X2""FIG.1502(MXF)PLUG VALVE ASSY.STD SERV.TOP ENTRY,15K PSI WP,"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,310,0,USD,2,PCS,"8"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,650,0,USD,5,PCS,"CROSSOVER 3"" FIG 1502 MXF 10K PSI WP MATL AISI 4130 SOUR SERVICE 7"" LENGTH"
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,282,0,USD,2,NOS,"XO UNION 3 FIG. 1502 M, 2 FIG 1502 F,STD SERVICE"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,360,0,USD,8,PCS,"2""FIG 1502 F.X2""FIG150 F.CRS.OVR(2""FX2""F)7""LONG,MATL.AISI4130,15K.PSI.STD.SERV."
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,5320,0,USD,70,PCS,"3FIG 1502HU, BW, SCH XXS, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,575,0,USD,50,PCS,"1"" FIG 602 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,7096.32,0,USD,256,PCS,"UNION HAMMER 4 IN FIGURE 100 1000 PSI CWP FEMALE NPT ALLOY STEEL, MATL. A105, STD SERV"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,3136,0,USD,4,PCS,"HOSE ASSEMBLY CEMENT.& CIRCUL.2IN W.STY.10&50 SWIVEL JOINTS,MXF,10FT.LTH.W.1502HMR.UNION INTG.15KPSI"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,5700,0,USD,20,PCS,"2"" X 2"" FIG. 1502 (MXF) PLUG VALVE REPAIR KIT SOUR SERVICE FMC STYLE"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,2760,0,USD,60,PCS,"2FIG 1502HU,BW,SCH XXS, STD"
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,190,0,USD,2,NOS,"XO UNION 2 FIG. 1502 FXF, STD SERVICE"
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,104,0,USD,4,NOS,"4 FIG. 207 BLIND CAP ONLY, STD SERVICE"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,90,0,USD,20,PCS,"1"" FIG 200 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,900,0,USD,10,PCS,"6 FIG 200 HAMMER UNION THREADED STD, CWP2000 PSI, A105"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,900,0,USD,20,PCS,"2"" FIG 1502 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,212.5,0,USD,25,PCS,"2"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,800,0,USD,5,PCS,"8FIG 200HU,BW,SCH 80, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,100,0,USD,100,PCS,"2"" FIG 602/1002/1502 SEAL STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,825,0,USD,5,PCS,"CROSSOVER ASSY 3""F1502 M.X3""F1502 M.7""L.G.INTEGRAL CONST.H2S SERV,MTRL.AISI4130"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,200,0,USD,100,PCS,"3"" FIG 602/1002/1502 SEAL STD, AISI 4130, 15000 PSI."
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,450.75,0,USD,15,PCS,"4"" FIG 200 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1125,0,USD,15,PCS,"RUBBER PARTS OF 3""XFIG 1502 PLUG VALVE SOUR SRV( HALLIBURTON TY)CONT.PLG SEAL-2,ADJ.NT.2,INSERT O-RI"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,265,0,USD,1,PCS,REPAIR KIT FOR PLUG VALVE 3 X 3 FIG 1502MXF TOP ENTRY 15000 PSI WP STANDARD SERVICE
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,255,0,USD,30,PCS,"2"" FIG 200 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,860,0,USD,10,PCS,"6"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,405,0,USD,3,PCS,"REPAIR KIT FOR 1"" X 2"" FIG. 1502 (MXF) PLUG VALVE ASSEMBLY STD SERVICE FMC STYLE, CWP: 15000PSI"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,80,0,USD,10,PCS,"2"" FIG 206 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,750,0,USD,50,PCS,3 IN 1502 SWIVEL JOINT 3 PIECE RETAINERSEGMENT & CIRCLIP SOUR SERV
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,270,0,USD,10,PCS,"4"" FIG 206 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,600,0,USD,30,PCS,"3"" FIG 200 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,5100,0,USD,150,PCS,"3 FIG 200 HAMMER UNION BW,SCH-40, STD SERV,2K PSI WP, MATL. A105"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,500,0,USD,20,PCS,"2"" 1502 SWIVEL JOINT REPAIR KIT STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,4710,0,USD,30,PCS,"5 FIG 1002 HU, BW, SCH XXS, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,255,0,USD,5,PCS,"3"" FIG 602 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,3225,0,USD,15,PCS,"2"" FIG. 1502 (MXF) PUP JOINT (INT.) 10FT. LONG, STD SERVICE , MATL.AISI4130,15KPSI WP"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,500,0,USD,100,PCS,"UNION HAMMER 1IN FIG 200 THRD 2K PSI CWPALY STL,MATL.A105,STD SERV"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,812.5,0,USD,25,PCS,"4"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,365,0,USD,5,PCS,"5"" FIG 100 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,675,0,USD,5,PCS,"REPAIR KIT 1"" X 2"" FIG. 1502 (MXF) PLUGVALVE ASSEMBLY STD FMC STYLE"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,190,0,USD,10,PCS,"3"" FIG 206 HU THRD, STD"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,2200,0,USD,100,PCS,"3"" FIG 206 HAMMER UNION THRD, STD SERVICE, MATL. A105, 2000 PSI WP"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,6912,0,USD,256,PCS,"4"" FIG 206 HAMMER UNION THRDED STD SERVICE 2000 PSI WP MATL A105"
20-03-2024,NMKP GENERAL TRADING LLC.,United Arab Emirates,PARVEEN INDUSTRIES PVT LTD,India,1325,0,USD,5,PCS,"10"" FIG 200 HU, BW, SCH 80, STD"
20-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,450,0,USD,2,NOS,"TEE ASSY 2 FIG. 1502 FXFXM, STD SERVICE"
20-03-2024,BRANCH OF WEATHERFORD,Egypt,PARVEEN INDUSTRIES PVT LTD,India,36000,0,USD,20,NOS,"PACKER, RETV HYD W/ 3.500 9.30 PPF EUE 8RD BXP 6.4 FT CS P/N: HRP703H007HP-  WFT R-0 P/N : 2825782,"
19-03-2024,TRUST GROUP OIL SERVICES,Libya,PARVEEN INDUSTRIES PVT LTD,India,8000,0,USD,2,NOS,"MACHINES AND MECHNICAL APPLIANCES HAVINGINDIVIDUAL FUNCTIONS, NOT SPECIFIED ORINCLUDED ELSEWHERE IN"
19-03-2024,AMTEQ BOHRZUBEHR GMBH,Germany,PARVEEN INDUSTRIES PVT LTD,India,120,0,USD,4,NOS,4 FIG 207 BLIND CAP C/W ORINGS STANDARD SERVICE 2000 PSI CWP
18-03-2024,TIANJIN BOHAI JEREH PETROLEUM EQUIP,China,PARVEEN INDUSTRIES PVT LTD,India,2550,0,USD,6,NOS,"CONNECTOR/ADAPTER FLANGE:SIZE : 2"" X 2-9/16"" ( ITEM - P300104771 )SR.NO : 5750223001 to 6, P/N - 35C"
18-03-2024,BRANCH OF SHELF DRILLING (EGYPT),Saudi Arabia,PARVEEN INDUSTRIES PVT LTD,India,2140,0,USD,1,NOS,"PLUG VALVE 3"" FIG.1502 MALE X FEMALE, LOW TORQUE BOTTOM ENTRY, 10000 PSI CWP, SOUR SERVICE, TEMPERAT"
18-03-2024,TIANJIN BOHAI JEREH PETROLEUM EQUIP,China,PARVEEN INDUSTRIES PVT LTD,India,1640,0,USD,2,NOS,"CONNECTOR/ADAPTER FLANGE-SIZE : 2"" X 4-1/16"" ( ITEM - P300104772 )SR.NO : 5750323001 to 2, P/N  35F3"
18-03-2024,TIANJIN BOHAI JEREH PETROLEUM EQUIP,China,PARVEEN INDUSTRIES PVT LTD,India,220,0,USD,2,NOS,"BLIND FLANGE : SIZE : 2-9/16"" (ITEM - P300104770)SR. NO :5750123001 to 2 P/N - 63035A11"
18-03-2024,BRANCH OF SHELF DRILLING (EGYPT),Saudi Arabia,PARVEEN INDUSTRIES PVT LTD,India,1800,0,USD,2,NOS,"2"" X 2"" FIG.1502 (MXF) PLUG VALVE ASSEMBLY, SOUR SERVICE LOW TORQUE, BOTTOM ENTRY, 10K PSI WP, MATL."
18-03-2024,AMERICAN COMPLETION TOOLS INC.,United States,PARVEEN INDUSTRIES PVT LTD,India,604,0,USD,1,SET,"PARTS OF LUBRICATOR ASSEMBLY-PARTS FOR LUBRICATOR ASSLY(MODEL)LUBRICATOR-1NO,STUFFING BOX-1NO,BOP-2N"
18-03-2024,AMERICAN COMPLETION TOOLS INC.,United States,PARVEEN INDUSTRIES PVT LTD,India,1743,0,USD,1,NOS,WELL HEAD VALVE ASSLY-WELL HEAD ASSLY(MODEL)
16-03-2024,DAJAN S.R.L,Congo,PARVEEN INDUSTRIES PVT LTD,India,570,0,USD,6,NOS,FRONT SEAL P/N:801-600-000-2001
16-03-2024,SUPPLIES FOR PETROLEUM EQUIPEMENT W,Bahrain,PARVEEN INDUSTRIES PVT LTD,India,1756,0,USD,1,NOS,"INDUSTRIAL VALVES (OTHERS) GATE VALVE ASSEMBLY: MODEL-FC,2.1/16-10K PSI,END CONNFLANGED,MATL CLASS-D"
16-03-2024,GULF DRILLING INTERNATIONAL,Qatar,PARVEEN INDUSTRIES PVT LTD,India,570,0,USD,2,NOS,REPAIR KIT FOR VALVE PLUG ASSEMBLY BE 2IN MALE X FEMALE BE THREADED 10000 PSI FIG 1502 SOUR TOOLS
16-03-2024,BRANCH OF SHELF DRILLING (EGYPT) LI,Saudi Arabia,PARVEEN INDUSTRIES PVT LTD,India,2500,0,USD,1,NOS,"INDUSTRIAL VALVE (OTHERS) VALVE, MANUALBLEED OFF 2 INCH, ADJUSTABLE CHOKE H2 TYPE, INLET & OUTLET FL"
15-03-2024,SHELF DRILLING (NIGERIA)LTD.,Nigeria,PARVEEN INDUSTRIES PVT LTD,India,750,0,USD,1,SET,"PARTS OF INDUSTRIAL VALVES - REDRESS KITFOR CHOKE : ADJ. CHOKE TYPE H2, SIZE:3.1/16"", WP: 10000PSI O"
15-03-2024,SHELF DRILLING (NIGERIA)LTD.,Nigeria,PARVEEN INDUSTRIES PVT LTD,India,1500,0,USD,2,SET,"PARTS OF INDUSTRIAL VALVES-REDRESS KIT FOR GATE VALVE ASSEMBLY: MODEL-FC, 4.1/16-5K PSI P/N : 51073F"
15-03-2024,TECHFLUID U.K.LTD,United Kingdom,PARVEEN INDUSTRIES PVT LTD,India,16,0,USD,4,NOS,SEAL RING FOR HAMMER UNION FIG
15-03-2024,TECHFLUID U.K.LTD,United Kingdom,PARVEEN INDUSTRIES PVT LTD,India,20,0,USD,4,NOS,SEAL RING FOR HAMMER UNION FIG
15-03-2024,TECHFLUID U.K.LTD,United Kingdom,PARVEEN INDUSTRIES PVT LTD,India,12,0,USD,4,NOS,SEAL RING FOR HAMMER UNION FIG
15-03-2024,TECHFLUID U.K.LTD,United Kingdom,PARVEEN INDUSTRIES PVT LTD,India,80,0,USD,4,NOS,SEAL RING FOR HAMMER UNION FIG
15-03-2024,SHELF DRILLING (NIGERIA)LTD.,Nigeria,PARVEEN INDUSTRIES PVT LTD,India,3175,0,USD,5,SET,"PARTS OF INDUSTRIAL VALVES - REDRESS KITFOR GATE VALVE ASSEMBLY 5MODEL-FC, 3.1/16""-10K PSI P/N : 510"
15-03-2024,GULF DRILLING INTERNATIONAL,Qatar,PARVEEN INDUSTRIES PVT LTD,India,570,0,USD,2,NOS,REPAIR KIT FOR VALVE PLUG ASSEMBLY BE 2IN MALE X FEMALE BE THREADED 10000 PSI FIG 1502 SOUR TOOLS
